chap_num,para_num,sent_num,token_num,token_str,term_str
1,0,0,0,Sir,sir
1,0,0,1,Walter,walter
1,0,0,2,Elliot,elliot
1,0,0,3,of,of
1,0,0,4,Kellynch,kellynch
1,0,0,5,Hall,hall
1,0,0,6,in,in
1,0,0,7,Somersetshire,somersetshire
1,0,0,8,was,was
1,0,0,9,a,a
1,0,0,10,man,man
1,0,0,11,who,who
1,0,0,12,for,for
1,0,0,13,his,his
1,0,0,14,own,own
1,0,0,15,amusement,amusement
1,0,0,16,never,never
1,0,0,17,took,took
1,0,0,18,up,up
1,0,0,19,any,any
1,0,0,20,book,book
1,0,0,21,but,but
1,0,0,22,the,the
1,0,0,23,Baronetage,baronetage
1,0,1,0,there,there
1,0,1,1,he,he
1,0,1,2,found,found
1,0,1,3,occupation,occupation
1,0,1,4,for,for
1,0,1,5,an,an
1,0,1,6,idle,idle
1,0,1,7,hour,hour
1,0,1,8,and,and
1,0,1,9,consolation,consolation
1,0,1,10,in,in
1,0,1,11,a,a
1,0,1,12,distressed,distressed
1,0,1,13,one,one
1,0,2,0,there,there
1,0,2,1,his,his
1,0,2,2,faculties,faculties
1,0,2,3,were,were
1,0,2,4,roused,roused
1,0,2,5,into,into
1,0,2,6,admiration,admiration
1,0,2,7,and,and
1,0,2,8,respect,respect
1,0,2,9,by,by
1,0,2,10,contemplating,contemplating
1,0,2,11,the,the
1,0,2,12,limited,limited
1,0,2,13,remnant,remnant
1,0,2,14,of,of
1,0,2,15,the,the
1,0,2,16,earliest,earliest
1,0,2,17,patents,patents
1,0,3,0,there,there
1,0,3,1,any,any
1,0,3,2,unwelcome,unwelcome
1,0,3,3,sensations,sensations
1,0,3,4,arising,arising
1,0,3,5,from,from
1,0,3,6,domestic,domestic
1,0,3,7,affairs,affairs
1,0,3,8,changed,changed
1,0,3,9,naturally,naturally
1,0,3,10,into,into
1,0,3,11,pity,pity
1,0,3,12,and,and
1,0,3,13,contempt,contempt
1,0,3,14,as,as
1,0,3,15,he,he
1,0,3,16,turned,turned
1,0,3,17,over,over
1,0,3,18,the,the
1,0,3,19,almost,almost
1,0,3,20,endless,endless
1,0,3,21,creations,creations
1,0,3,22,of,of
1,0,3,23,the,the
1,0,3,24,last,last
1,0,3,25,century,century
1,0,4,0,and,and
1,0,4,1,there,there
1,0,4,2,if,if
1,0,4,3,every,every
1,0,4,4,other,other
1,0,4,5,leaf,leaf
1,0,4,6,were,were
1,0,4,7,powerless,powerless
1,0,4,8,he,he
1,0,4,9,could,could
1,0,4,10,read,read
1,0,4,11,his,his
1,0,4,12,own,own
1,0,4,13,history,history
1,0,4,14,with,with
1,0,4,15,an,an
1,0,4,16,interest,interest
1,0,4,17,which,which
1,0,4,18,never,never
1,0,4,19,failed,failed
1,0,5,0,This,this
1,0,5,1,was,was
1,0,5,2,the,the
1,0,5,3,page,page
1,0,5,4,at,at
1,0,5,5,which,which
1,0,5,6,the,the
1,0,5,7,favourite,favourite
1,0,5,8,volume,volume
1,0,5,9,always,always
1,0,5,10,opened,opened
1,1,0,0,"""ELLIOT",elliot
1,1,0,1,OF,of
1,1,0,2,KELLYNCH,kellynch
1,1,0,3,HALL,hall
1,2,0,0,"""Walter",walter
1,2,0,1,Elliot,elliot
1,2,0,2,born,born
1,2,0,3,March,march
1,2,0,4,1,1
1,2,0,5,1760,1760
1,2,0,6,married,married
1,2,0,7,July,july
1,2,0,8,15,15
1,2,0,9,1784,1784
1,2,0,10,Elizabeth,elizabeth
1,2,0,11,daughter,daughter
1,2,0,12,of,of
1,2,0,13,James,james
1,2,0,14,Stevenson,stevenson
1,2,0,15,Esq,esq
1,2,1,0,of,of
1,2,1,1,South,south
1,2,1,2,Park,park
1,2,1,3,in,in
1,2,1,4,the,the
1,2,1,5,county,county
1,2,1,6,of,of
1,2,1,7,Gloucester,gloucester
1,2,1,8,by,by
1,2,1,9,which,which
1,2,1,10,lady,lady
1,2,1,11,(who,who
1,2,1,12,died,died
1,2,1,13,1800),1800
1,2,1,14,he,he
1,2,1,15,has,has
1,2,1,16,issue,issue
1,2,1,17,Elizabeth,elizabeth
1,2,1,18,born,born
1,2,1,19,June,june
1,2,1,20,1,1
1,2,1,21,1785,1785
1,2,2,0,Anne,anne
1,2,2,1,born,born
1,2,2,2,August,august
1,2,2,3,9,9
1,2,2,4,1787,1787
1,2,3,0,a,a
1,2,3,1,still,still
1,2,3,2,born,born
1,2,3,3,son,son
1,2,3,4,November,november
1,2,3,5,5,5
1,2,3,6,1789,1789
1,2,4,0,Mary,mary
1,2,4,1,born,born
1,2,4,2,November,november
1,2,4,3,20,20
1,2,4,4,1791,1791
1,2,5,0,"""",
1,3,0,0,Precisely,precisely
1,3,0,1,such,such
1,3,0,2,had,had
1,3,0,3,the,the
1,3,0,4,paragraph,paragraph
1,3,0,5,originally,originally
1,3,0,6,stood,stood
1,3,0,7,from,from
1,3,0,8,the,the
1,3,0,9,printer,printer
1,3,0,10,s,s
1,3,0,11,hands,hands
1,3,1,0,but,but
1,3,1,1,Sir,sir
1,3,1,2,Walter,walter
1,3,1,3,had,had
1,3,1,4,improved,improved
1,3,1,5,it,it
1,3,1,6,by,by
1,3,1,7,adding,adding
1,3,1,8,for,for
1,3,1,9,the,the
1,3,1,10,information,information
1,3,1,11,of,of
1,3,1,12,himself,himself
1,3,1,13,and,and
1,3,1,14,his,his
1,3,1,15,family,family
1,3,1,16,these,these
1,3,1,17,words,words
1,3,1,18,after,after
1,3,1,19,the,the
1,3,1,20,date,date
1,3,1,21,of,of
1,3,1,22,Mary,mary
1,3,1,23,s,s
1,3,1,24,birth,birth
1,3,1,25,"""Married",married
1,3,1,26,December,december
1,3,1,27,16,16
1,3,1,28,1810,1810
1,3,1,29,Charles,charles
1,3,1,30,son,son
1,3,1,31,and,and
1,3,1,32,heir,heir
1,3,1,33,of,of
1,3,1,34,Charles,charles
1,3,1,35,Musgrove,musgrove
1,3,1,36,Esq,esq
1,3,2,0,of,of
1,3,2,1,Uppercross,uppercross
1,3,2,2,in,in
1,3,2,3,the,the
1,3,2,4,county,county
1,3,2,5,of,of
1,3,2,6,Somerset,somerset
1,3,2,7,"""",
1,3,2,8,and,and
1,3,2,9,by,by
1,3,2,10,inserting,inserting
1,3,2,11,most,most
1,3,2,12,accurately,accurately
1,3,2,13,the,the
1,3,2,14,day,day
1,3,2,15,of,of
1,3,2,16,the,the
1,3,2,17,month,month
1,3,2,18,on,on
1,3,2,19,which,which
1,3,2,20,he,he
1,3,2,21,had,had
1,3,2,22,lost,lost
1,3,2,23,his,his
1,3,2,24,wife,wife
1,4,0,0,Then,then
1,4,0,1,followed,followed
1,4,0,2,the,the
1,4,0,3,history,history
1,4,0,4,and,and
1,4,0,5,rise,rise
1,4,0,6,of,of
1,4,0,7,the,the
1,4,0,8,ancient,ancient
1,4,0,9,and,and
1,4,0,10,respectable,respectable
1,4,0,11,family,family
1,4,0,12,in,in
1,4,0,13,the,the
1,4,0,14,usual,usual
1,4,0,15,terms,terms
1,4,1,0,how,how
1,4,1,1,it,it
1,4,1,2,had,had
1,4,1,3,been,been
1,4,1,4,first,first
1,4,1,5,settled,settled
1,4,1,6,in,in
1,4,1,7,Cheshire,cheshire
1,4,2,0,how,how
1,4,2,1,mentioned,mentioned
1,4,2,2,in,in
1,4,2,3,Dugdale,dugdale
1,4,2,4,serving,serving
1,4,2,5,the,the
1,4,2,6,office,office
1,4,2,7,of,of
1,4,2,8,high,high
1,4,2,9,sheriff,sheriff
1,4,2,10,representing,representing
1,4,2,11,a,a
1,4,2,12,borough,borough
1,4,2,13,in,in
1,4,2,14,three,three
1,4,2,15,successive,successive
1,4,2,16,parliaments,parliaments
1,4,2,17,exertions,exertions
1,4,2,18,of,of
1,4,2,19,loyalty,loyalty
1,4,2,20,and,and
1,4,2,21,dignity,dignity
1,4,2,22,of,of
1,4,2,23,baronet,baronet
1,4,2,24,in,in
1,4,2,25,the,the
1,4,2,26,first,first
1,4,2,27,year,year
1,4,2,28,of,of
1,4,2,29,Charles,charles
1,4,2,30,II,ii
1,4,2,31,with,with
1,4,2,32,all,all
1,4,2,33,the,the
1,4,2,34,Marys,marys
1,4,2,35,and,and
1,4,2,36,Elizabeths,elizabeths
1,4,2,37,they,they
1,4,2,38,had,had
1,4,2,39,married,married
1,4,3,0,forming,forming
1,4,3,1,altogether,altogether
1,4,3,2,two,two
1,4,3,3,handsome,handsome
1,4,3,4,duodecimo,duodecimo
1,4,3,5,pages,pages
1,4,3,6,and,and
1,4,3,7,concluding,concluding
1,4,3,8,with,with
1,4,3,9,the,the
1,4,3,10,arms,arms
1,4,3,11,and,and
1,4,3,12,motto,motto
1,4,4,0,,
1,4,4,1,"""Principal",principal
1,4,4,2,seat,seat
1,4,4,3,Kellynch,kellynch
1,4,4,4,Hall,hall
1,4,4,5,in,in
1,4,4,6,the,the
1,4,4,7,county,county
1,4,4,8,of,of
1,4,4,9,Somerset,somerset
1,4,4,10,"""",
1,4,4,11,and,and
1,4,4,12,Sir,sir
1,4,4,13,Walter,walter
1,4,4,14,s,s
1,4,4,15,handwriting,handwriting
1,4,4,16,again,again
1,4,4,17,in,in
1,4,4,18,this,this
1,4,4,19,finale,finale
1,4,5,0,,
1,4,5,1,,
1,5,0,0,"""Heir",heir
1,5,0,1,presumptive,presumptive
1,5,0,2,William,william
1,5,0,3,Walter,walter
1,5,0,4,Elliot,elliot
1,5,0,5,Esq,esq
1,5,1,0,,
1,5,1,1,great,great
1,5,1,2,grandson,grandson
1,5,1,3,of,of
1,5,1,4,the,the
1,5,1,5,second,second
1,5,1,6,Sir,sir
1,5,1,7,Walter,walter
1,5,2,0,"""",
1,6,0,0,Vanity,vanity
1,6,0,1,was,was
1,6,0,2,the,the
1,6,0,3,beginning,beginning
1,6,0,4,and,and
1,6,0,5,the,the
1,6,0,6,end,end
1,6,0,7,of,of
1,6,0,8,Sir,sir
1,6,0,9,Walter,walter
1,6,0,10,Elliot,elliot
1,6,0,11,s,s
1,6,0,12,character,character
1,6,1,0,vanity,vanity
1,6,1,1,of,of
1,6,1,2,person,person
1,6,1,3,and,and
1,6,1,4,of,of
1,6,1,5,situation,situation
1,6,2,0,He,he
1,6,2,1,had,had
1,6,2,2,been,been
1,6,2,3,remarkably,remarkably
1,6,2,4,handsome,handsome
1,6,2,5,in,in
1,6,2,6,his,his
1,6,2,7,youth,youth
1,6,3,0,and,and
1,6,3,1,at,at
1,6,3,2,fifty,fifty
1,6,3,3,four,four
1,6,3,4,was,was
1,6,3,5,still,still
1,6,3,6,a,a
1,6,3,7,very,very
1,6,3,8,fine,fine
1,6,3,9,man,man
1,6,4,0,Few,few
1,6,4,1,women,women
1,6,4,2,could,could
1,6,4,3,think,think
1,6,4,4,more,more
1,6,4,5,of,of
1,6,4,6,their,their
1,6,4,7,personal,personal
1,6,4,8,appearance,appearance
1,6,4,9,than,than
1,6,4,10,he,he
1,6,4,11,did,did
1,6,4,12,nor,nor
1,6,4,13,could,could
1,6,4,14,the,the
1,6,4,15,valet,valet
1,6,4,16,of,of
1,6,4,17,any,any
1,6,4,18,new,new
1,6,4,19,made,made
1,6,4,20,lord,lord
1,6,4,21,be,be
1,6,4,22,more,more
1,6,4,23,delighted,delighted
1,6,4,24,with,with
1,6,4,25,the,the
1,6,4,26,place,place
1,6,4,27,he,he
1,6,4,28,held,held
1,6,4,29,in,in
1,6,4,30,society,society
1,6,5,0,He,he
1,6,5,1,considered,considered
1,6,5,2,the,the
1,6,5,3,blessing,blessing
1,6,5,4,of,of
1,6,5,5,beauty,beauty
1,6,5,6,as,as
1,6,5,7,inferior,inferior
1,6,5,8,only,only
1,6,5,9,to,to
1,6,5,10,the,the
1,6,5,11,blessing,blessing
1,6,5,12,of,of
1,6,5,13,a,a
1,6,5,14,baronetcy,baronetcy
1,6,6,0,and,and
1,6,6,1,the,the
1,6,6,2,Sir,sir
1,6,6,3,Walter,walter
1,6,6,4,Elliot,elliot
1,6,6,5,who,who
1,6,6,6,united,united
1,6,6,7,these,these
1,6,6,8,gifts,gifts
1,6,6,9,was,was
1,6,6,10,the,the
1,6,6,11,constant,constant
1,6,6,12,object,object
1,6,6,13,of,of
1,6,6,14,his,his
1,6,6,15,warmest,warmest
1,6,6,16,respect,respect
1,6,6,17,and,and
1,6,6,18,devotion,devotion
1,7,0,0,His,his
1,7,0,1,good,good
1,7,0,2,looks,looks
1,7,0,3,and,and
1,7,0,4,his,his
1,7,0,5,rank,rank
1,7,0,6,had,had
1,7,0,7,one,one
1,7,0,8,fair,fair
1,7,0,9,claim,claim
1,7,0,10,on,on
1,7,0,11,his,his
1,7,0,12,attachment,attachment
1,7,1,0,since,since
1,7,1,1,to,to
1,7,1,2,them,them
1,7,1,3,he,he
1,7,1,4,must,must
1,7,1,5,have,have
1,7,1,6,owed,owed
1,7,1,7,a,a
1,7,1,8,wife,wife
1,7,1,9,of,of
1,7,1,10,very,very
1,7,1,11,superior,superior
1,7,1,12,character,character
1,7,1,13,to,to
1,7,1,14,any,any
1,7,1,15,thing,thing
1,7,1,16,deserved,deserved
1,7,1,17,by,by
1,7,1,18,his,his
1,7,1,19,own,own
1,7,2,0,Lady,lady
1,7,2,1,Elliot,elliot
1,7,2,2,had,had
1,7,2,3,been,been
1,7,2,4,an,an
1,7,2,5,excellent,excellent
1,7,2,6,woman,woman
1,7,2,7,sensible,sensible
1,7,2,8,and,and
1,7,2,9,amiable,amiable
1,7,3,0,whose,whose
1,7,3,1,judgement,judgement
1,7,3,2,and,and
1,7,3,3,conduct,conduct
1,7,3,4,if,if
1,7,3,5,they,they
1,7,3,6,might,might
1,7,3,7,be,be
1,7,3,8,pardoned,pardoned
1,7,3,9,the,the
1,7,3,10,youthful,youthful
1,7,3,11,infatuation,infatuation
1,7,3,12,which,which
1,7,3,13,made,made
1,7,3,14,her,her
1,7,3,15,Lady,lady
1,7,3,16,Elliot,elliot
1,7,3,17,had,had
1,7,3,18,never,never
1,7,3,19,required,required
1,7,3,20,indulgence,indulgence
1,7,3,21,afterwards,afterwards
1,7,4,0,,
1,7,4,1,She,she
1,7,4,2,had,had
1,7,4,3,humoured,humoured
1,7,4,4,or,or
1,7,4,5,softened,softened
1,7,4,6,or,or
1,7,4,7,concealed,concealed
1,7,4,8,his,his
1,7,4,9,failings,failings
1,7,4,10,and,and
1,7,4,11,promoted,promoted
1,7,4,12,his,his
1,7,4,13,real,real
1,7,4,14,respectability,respectability
1,7,4,15,for,for
1,7,4,16,seventeen,seventeen
1,7,4,17,years,years
1,7,5,0,and,and
1,7,5,1,though,though
1,7,5,2,not,not
1,7,5,3,the,the
1,7,5,4,very,very
1,7,5,5,happiest,happiest
1,7,5,6,being,being
1,7,5,7,in,in
1,7,5,8,the,the
1,7,5,9,world,world
1,7,5,10,herself,herself
1,7,5,11,had,had
1,7,5,12,found,found
1,7,5,13,enough,enough
1,7,5,14,in,in
1,7,5,15,her,her
1,7,5,16,duties,duties
1,7,5,17,her,her
1,7,5,18,friends,friends
1,7,5,19,and,and
1,7,5,20,her,her
1,7,5,21,children,children
1,7,5,22,to,to
1,7,5,23,attach,attach
1,7,5,24,her,her
1,7,5,25,to,to
1,7,5,26,life,life
1,7,5,27,and,and
1,7,5,28,make,make
1,7,5,29,it,it
1,7,5,30,no,no
1,7,5,31,matter,matter
1,7,5,32,of,of
1,7,5,33,indifference,indifference
1,7,5,34,to,to
1,7,5,35,her,her
1,7,5,36,when,when
1,7,5,37,she,she
1,7,5,38,was,was
1,7,5,39,called,called
1,7,5,40,on,on
1,7,5,41,to,to
1,7,5,42,quit,quit
1,7,5,43,them,them
1,7,6,0,,
1,7,6,1,Three,three
1,7,6,2,girls,girls
1,7,6,3,the,the
1,7,6,4,two,two
1,7,6,5,eldest,eldest
1,7,6,6,sixteen,sixteen
1,7,6,7,and,and
1,7,6,8,fourteen,fourteen
1,7,6,9,was,was
1,7,6,10,an,an
1,7,6,11,awful,awful
1,7,6,12,legacy,legacy
1,7,6,13,for,for
1,7,6,14,a,a
1,7,6,15,mother,mother
1,7,6,16,to,to
1,7,6,17,bequeath,bequeath
1,7,6,18,an,an
1,7,6,19,awful,awful
1,7,6,20,charge,charge
1,7,6,21,rather,rather
1,7,6,22,to,to
1,7,6,23,confide,confide
1,7,6,24,to,to
1,7,6,25,the,the
1,7,6,26,authority,authority
1,7,6,27,and,and
1,7,6,28,guidance,guidance
1,7,6,29,of,of
1,7,6,30,a,a
1,7,6,31,conceited,conceited
1,7,6,32,silly,silly
1,7,6,33,father,father
1,7,7,0,She,she
1,7,7,1,had,had
1,7,7,2,however,however
1,7,7,3,one,one
1,7,7,4,very,very
1,7,7,5,intimate,intimate
1,7,7,6,friend,friend
1,7,7,7,a,a
1,7,7,8,sensible,sensible
1,7,7,9,deserving,deserving
1,7,7,10,woman,woman
1,7,7,11,who,who
1,7,7,12,had,had
1,7,7,13,been,been
1,7,7,14,brought,brought
1,7,7,15,by,by
1,7,7,16,strong,strong
1,7,7,17,attachment,attachment
1,7,7,18,to,to
1,7,7,19,herself,herself
1,7,7,20,to,to
1,7,7,21,settle,settle
1,7,7,22,close,close
1,7,7,23,by,by
1,7,7,24,her,her
1,7,7,25,in,in
1,7,7,26,the,the
1,7,7,27,village,village
1,7,7,28,of,of
1,7,7,29,Kellynch,kellynch
1,7,8,0,and,and
1,7,8,1,on,on
1,7,8,2,her,her
1,7,8,3,kindness,kindness
1,7,8,4,and,and
1,7,8,5,advice,advice
1,7,8,6,Lady,lady
1,7,8,7,Elliot,elliot
1,7,8,8,mainly,mainly
1,7,8,9,relied,relied
1,7,8,10,for,for
1,7,8,11,the,the
1,7,8,12,best,best
1,7,8,13,help,help
1,7,8,14,and,and
1,7,8,15,maintenance,maintenance
1,7,8,16,of,of
1,7,8,17,the,the
1,7,8,18,good,good
1,7,8,19,principles,principles
1,7,8,20,and,and
1,7,8,21,instruction,instruction
1,7,8,22,which,which
1,7,8,23,she,she
1,7,8,24,had,had
1,7,8,25,been,been
1,7,8,26,anxiously,anxiously
1,7,8,27,giving,giving
1,7,8,28,her,her
1,7,8,29,daughters,daughters
1,8,0,0,This,this
1,8,0,1,friend,friend
1,8,0,2,and,and
1,8,0,3,Sir,sir
1,8,0,4,Walter,walter
1,8,0,5,did,did
1,8,0,6,not,not
1,8,0,7,marry,marry
1,8,0,8,whatever,whatever
1,8,0,9,might,might
1,8,0,10,have,have
1,8,0,11,been,been
1,8,0,12,anticipated,anticipated
1,8,0,13,on,on
1,8,0,14,that,that
1,8,0,15,head,head
1,8,0,16,by,by
1,8,0,17,their,their
1,8,0,18,acquaintance,acquaintance
1,8,1,0,Thirteen,thirteen
1,8,1,1,years,years
1,8,1,2,had,had
1,8,1,3,passed,passed
1,8,1,4,away,away
1,8,1,5,since,since
1,8,1,6,Lady,lady
1,8,1,7,Elliot,elliot
1,8,1,8,s,s
1,8,1,9,death,death
1,8,1,10,and,and
1,8,1,11,they,they
1,8,1,12,were,were
1,8,1,13,still,still
1,8,1,14,near,near
1,8,1,15,neighbours,neighbours
1,8,1,16,and,and
1,8,1,17,intimate,intimate
1,8,1,18,friends,friends
1,8,1,19,and,and
1,8,1,20,one,one
1,8,1,21,remained,remained
1,8,1,22,a,a
1,8,1,23,widower,widower
1,8,1,24,the,the
1,8,1,25,other,other
1,8,1,26,a,a
1,8,1,27,widow,widow
1,9,0,0,That,that
1,9,0,1,Lady,lady
1,9,0,2,Russell,russell
1,9,0,3,of,of
1,9,0,4,steady,steady
1,9,0,5,age,age
1,9,0,6,and,and
1,9,0,7,character,character
1,9,0,8,and,and
1,9,0,9,extremely,extremely
1,9,0,10,well,well
1,9,0,11,provided,provided
1,9,0,12,for,for
1,9,0,13,should,should
1,9,0,14,have,have
1,9,0,15,no,no
1,9,0,16,thought,thought
1,9,0,17,of,of
1,9,0,18,a,a
1,9,0,19,second,second
1,9,0,20,marriage,marriage
1,9,0,21,needs,needs
1,9,0,22,no,no
1,9,0,23,apology,apology
1,9,0,24,to,to
1,9,0,25,the,the
1,9,0,26,public,public
1,9,0,27,which,which
1,9,0,28,is,is
1,9,0,29,rather,rather
1,9,0,30,apt,apt
1,9,0,31,to,to
1,9,0,32,be,be
1,9,0,33,unreasonably,unreasonably
1,9,0,34,discontented,discontented
1,9,0,35,when,when
1,9,0,36,a,a
1,9,0,37,woman,woman
1,9,0,38,does,does
1,9,0,39,marry,marry
1,9,0,40,again,again
1,9,0,41,than,than
1,9,0,42,when,when
1,9,0,43,she,she
1,9,0,44,does,does
1,9,0,45,not,not
1,9,1,0,but,but
1,9,1,1,Sir,sir
1,9,1,2,Walter,walter
1,9,1,3,s,s
1,9,1,4,continuing,continuing
1,9,1,5,in,in
1,9,1,6,singleness,singleness
1,9,1,7,requires,requires
1,9,1,8,explanation,explanation
1,9,2,0,Be,be
1,9,2,1,it,it
1,9,2,2,known,known
1,9,2,3,then,then
1,9,2,4,that,that
1,9,2,5,Sir,sir
1,9,2,6,Walter,walter
1,9,2,7,like,like
1,9,2,8,a,a
1,9,2,9,good,good
1,9,2,10,father,father
1,9,2,11,(having,having
1,9,2,12,met,met
1,9,2,13,with,with
1,9,2,14,one,one
1,9,2,15,or,or
1,9,2,16,two,two
1,9,2,17,private,private
1,9,2,18,disappointments,disappointments
1,9,2,19,in,in
1,9,2,20,very,very
1,9,2,21,unreasonable,unreasonable
1,9,2,22,applications),applications
1,9,2,23,prided,prided
1,9,2,24,himself,himself
1,9,2,25,on,on
1,9,2,26,remaining,remaining
1,9,2,27,single,single
1,9,2,28,for,for
1,9,2,29,his,his
1,9,2,30,dear,dear
1,9,2,31,daughters,daughters
1,9,2,32,sake,sake
1,9,3,0,For,for
1,9,3,1,one,one
1,9,3,2,daughter,daughter
1,9,3,3,his,his
1,9,3,4,eldest,eldest
1,9,3,5,he,he
1,9,3,6,would,would
1,9,3,7,really,really
1,9,3,8,have,have
1,9,3,9,given,given
1,9,3,10,up,up
1,9,3,11,any,any
1,9,3,12,thing,thing
1,9,3,13,which,which
1,9,3,14,he,he
1,9,3,15,had,had
1,9,3,16,not,not
1,9,3,17,been,been
1,9,3,18,very,very
1,9,3,19,much,much
1,9,3,20,tempted,tempted
1,9,3,21,to,to
1,9,3,22,do,do
1,9,4,0,Elizabeth,elizabeth
1,9,4,1,had,had
1,9,4,2,succeeded,succeeded
1,9,4,3,at,at
1,9,4,4,sixteen,sixteen
1,9,4,5,to,to
1,9,4,6,all,all
1,9,4,7,that,that
1,9,4,8,was,was
1,9,4,9,possible,possible
1,9,4,10,of,of
1,9,4,11,her,her
1,9,4,12,mother,mother
1,9,4,13,s,s
1,9,4,14,rights,rights
1,9,4,15,and,and
1,9,4,16,consequence,consequence
1,9,5,0,and,and
1,9,5,1,being,being
1,9,5,2,very,very
1,9,5,3,handsome,handsome
1,9,5,4,and,and
1,9,5,5,very,very
1,9,5,6,like,like
1,9,5,7,himself,himself
1,9,5,8,her,her
1,9,5,9,influence,influence
1,9,5,10,had,had
1,9,5,11,always,always
1,9,5,12,been,been
1,9,5,13,great,great
1,9,5,14,and,and
1,9,5,15,they,they
1,9,5,16,had,had
1,9,5,17,gone,gone
1,9,5,18,on,on
1,9,5,19,together,together
1,9,5,20,most,most
1,9,5,21,happily,happily
1,9,6,0,His,his
1,9,6,1,two,two
1,9,6,2,other,other
1,9,6,3,children,children
1,9,6,4,were,were
1,9,6,5,of,of
1,9,6,6,very,very
1,9,6,7,inferior,inferior
1,9,6,8,value,value
1,9,7,0,Mary,mary
1,9,7,1,had,had
1,9,7,2,acquired,acquired
1,9,7,3,a,a
1,9,7,4,little,little
1,9,7,5,artificial,artificial
1,9,7,6,importance,importance
1,9,7,7,by,by
1,9,7,8,becoming,becoming
1,9,7,9,Mrs,mrs
1,9,7,10,Charles,charles
1,9,7,11,Musgrove,musgrove
1,9,8,0,but,but
1,9,8,1,Anne,anne
1,9,8,2,with,with
1,9,8,3,an,an
1,9,8,4,elegance,elegance
1,9,8,5,of,of
1,9,8,6,mind,mind
1,9,8,7,and,and
1,9,8,8,sweetness,sweetness
1,9,8,9,of,of
1,9,8,10,character,character
1,9,8,11,which,which
1,9,8,12,must,must
1,9,8,13,have,have
1,9,8,14,placed,placed
1,9,8,15,her,her
1,9,8,16,high,high
1,9,8,17,with,with
1,9,8,18,any,any
1,9,8,19,people,people
1,9,8,20,of,of
1,9,8,21,real,real
1,9,8,22,understanding,understanding
1,9,8,23,was,was
1,9,8,24,nobody,nobody
1,9,8,25,with,with
1,9,8,26,either,either
1,9,8,27,father,father
1,9,8,28,or,or
1,9,8,29,sister,sister
1,9,9,0,her,her
1,9,9,1,word,word
1,9,9,2,had,had
1,9,9,3,no,no
1,9,9,4,weight,weight
1,9,9,5,her,her
1,9,9,6,convenience,convenience
1,9,9,7,was,was
1,9,9,8,always,always
1,9,9,9,to,to
1,9,9,10,give,give
1,9,9,11,way,way
1,9,9,12,she,she
1,9,9,13,was,was
1,9,9,14,only,only
1,9,9,15,Anne,anne
1,10,0,0,To,to
1,10,0,1,Lady,lady
1,10,0,2,Russell,russell
1,10,0,3,indeed,indeed
1,10,0,4,she,she
1,10,0,5,was,was
1,10,0,6,a,a
1,10,0,7,most,most
1,10,0,8,dear,dear
1,10,0,9,and,and
1,10,0,10,highly,highly
1,10,0,11,valued,valued
1,10,0,12,god,god
1,10,0,13,daughter,daughter
1,10,0,14,favourite,favourite
1,10,0,15,and,and
1,10,0,16,friend,friend
1,10,1,0,Lady,lady
1,10,1,1,Russell,russell
1,10,1,2,loved,loved
1,10,1,3,them,them
1,10,1,4,all,all
1,10,2,0,but,but
1,10,2,1,it,it
1,10,2,2,was,was
1,10,2,3,only,only
1,10,2,4,in,in
1,10,2,5,Anne,anne
1,10,2,6,that,that
1,10,2,7,she,she
1,10,2,8,could,could
1,10,2,9,fancy,fancy
1,10,2,10,the,the
1,10,2,11,mother,mother
1,10,2,12,to,to
1,10,2,13,revive,revive
1,10,2,14,again,again
1,11,0,0,A,a
1,11,0,1,few,few
1,11,0,2,years,years
1,11,0,3,before,before
1,11,0,4,Anne,anne
1,11,0,5,Elliot,elliot
1,11,0,6,had,had
1,11,0,7,been,been
1,11,0,8,a,a
1,11,0,9,very,very
1,11,0,10,pretty,pretty
1,11,0,11,girl,girl
1,11,0,12,but,but
1,11,0,13,her,her
1,11,0,14,bloom,bloom
1,11,0,15,had,had
1,11,0,16,vanished,vanished
1,11,0,17,early,early
1,11,1,0,and,and
1,11,1,1,as,as
1,11,1,2,even,even
1,11,1,3,in,in
1,11,1,4,its,its
1,11,1,5,height,height
1,11,1,6,her,her
1,11,1,7,father,father
1,11,1,8,had,had
1,11,1,9,found,found
1,11,1,10,little,little
1,11,1,11,to,to
1,11,1,12,admire,admire
1,11,1,13,in,in
1,11,1,14,her,her
1,11,1,15,(so,so
1,11,1,16,totally,totally
1,11,1,17,different,different
1,11,1,18,were,were
1,11,1,19,her,her
1,11,1,20,delicate,delicate
1,11,1,21,features,features
1,11,1,22,and,and
1,11,1,23,mild,mild
1,11,1,24,dark,dark
1,11,1,25,eyes,eyes
1,11,1,26,from,from
1,11,1,27,his,his
1,11,1,28,own),own
1,11,1,29,there,there
1,11,1,30,could,could
1,11,1,31,be,be
1,11,1,32,nothing,nothing
1,11,1,33,in,in
1,11,1,34,them,them
1,11,1,35,now,now
1,11,1,36,that,that
1,11,1,37,she,she
1,11,1,38,was,was
1,11,1,39,faded,faded
1,11,1,40,and,and
1,11,1,41,thin,thin
1,11,1,42,to,to
1,11,1,43,excite,excite
1,11,1,44,his,his
1,11,1,45,esteem,esteem
1,11,2,0,He,he
1,11,2,1,had,had
1,11,2,2,never,never
1,11,2,3,indulged,indulged
1,11,2,4,much,much
1,11,2,5,hope,hope
1,11,2,6,he,he
