term_str,n,p
clinging,1,1.2007252380437784e-05
carrying,1,1.2007252380437784e-05
coat,1,1.2007252380437784e-05
pockets,1,1.2007252380437784e-05
finishing,1,1.2007252380437784e-05
folks,1,1.2007252380437784e-05
affronted,1,1.2007252380437784e-05
unluckily,1,1.2007252380437784e-05
abbreviation,1,1.2007252380437784e-05
richards,1,1.2007252380437784e-05
dwelling,1,1.2007252380437784e-05
gloomy,1,1.2007252380437784e-05
pathetic,1,1.2007252380437784e-05
twentieth,1,1.2007252380437784e-05
stupid,1,1.2007252380437784e-05
thickheaded,1,1.2007252380437784e-05
unprofitable,1,1.2007252380437784e-05
entitle,1,1.2007252380437784e-05
rule,1,1.2007252380437784e-05
spoil,1,1.2007252380437784e-05
disagrees,1,1.2007252380437784e-05
selfdelusion,1,1.2007252380437784e-05
unconsidered,1,1.2007252380437784e-05
publicity,1,1.2007252380437784e-05
pervading,1,1.2007252380437784e-05
lesson,1,1.2007252380437784e-05
queen,1,1.2007252380437784e-05
squares,1,1.2007252380437784e-05
supplement,1,1.2007252380437784e-05
ofupon,1,1.2007252380437784e-05
contemptuously,1,1.2007252380437784e-05
slightingly,1,1.2007252380437784e-05
6,1,1.2007252380437784e-05
sympathising,1,1.2007252380437784e-05
destroy,1,1.2007252380437784e-05
housekeeping,1,1.2007252380437784e-05
fitting,1,1.2007252380437784e-05
social,1,1.2007252380437784e-05
commonwealth,1,1.2007252380437784e-05
intervention,1,1.2007252380437784e-05
member,1,1.2007252380437784e-05
transplanted,1,1.2007252380437784e-05
include,1,1.2007252380437784e-05
chatted,1,1.2007252380437784e-05
clothe,1,1.2007252380437784e-05
satin,1,1.2007252380437784e-05
shining,1,1.2007252380437784e-05
grand,1,1.2007252380437784e-05
flowerstands,1,1.2007252380437784e-05
tables,1,1.2007252380437784e-05
originals,1,1.2007252380437784e-05
wainscot,1,1.2007252380437784e-05
brown,1,1.2007252380437784e-05
velvet,1,1.2007252380437784e-05
uneventful,1,1.2007252380437784e-05
overthrow,1,1.2007252380437784e-05
vary,1,1.2007252380437784e-05
neatness,1,1.2007252380437784e-05
exeter,1,1.2007252380437784e-05
stock,1,1.2007252380437784e-05
sameness,1,1.2007252380437784e-05
unembarrassed,1,1.2007252380437784e-05
favourites,1,1.2007252380437784e-05
exchange,1,1.2007252380437784e-05
envied,1,1.2007252380437784e-05
seemingly,1,1.2007252380437784e-05
incumbent,1,1.2007252380437784e-05
repulsive,1,1.2007252380437784e-05
steadiest,1,1.2007252380437784e-05
conducted,1,1.2007252380437784e-05
grandmamma,1,1.2007252380437784e-05
humours,1,1.2007252380437784e-05
indulges,1,1.2007252380437784e-05
gives,1,1.2007252380437784e-05
trash,1,1.2007252380437784e-05
1814,1,1.2007252380437784e-05
managing,1,1.2007252380437784e-05
dears,1,1.2007252380437784e-05
prevents,1,1.2007252380437784e-05
obligated,1,1.2007252380437784e-05
dying,1,1.2007252380437784e-05
miserably,1,1.2007252380437784e-05
cake,1,1.2007252380437784e-05
treason,1,1.2007252380437784e-05
exaggeration,1,1.2007252380437784e-05
housemaid,1,1.2007252380437784e-05
laundrymaid,1,1.2007252380437784e-05
gadding,1,1.2007252380437784e-05
z,1,1.2007252380437784e-05
trustiest,1,1.2007252380437784e-05
illa,1,1.2007252380437784e-05
mood,1,1.2007252380437784e-05
unsisterly,1,1.2007252380437784e-05
occasional,1,1.2007252380437784e-05
inaccessible,1,1.2007252380437784e-05
component,1,1.2007252380437784e-05
inimical,1,1.2007252380437784e-05
brotherinlaw,1,1.2007252380437784e-05
wholesome,1,1.2007252380437784e-05
accustomary,1,1.2007252380437784e-05
rationality,1,1.2007252380437784e-05
offspring,1,1.2007252380437784e-05
trifled,1,1.2007252380437784e-05
unreasonableness,1,1.2007252380437784e-05
ribbons,1,1.2007252380437784e-05
disagreement,1,1.2007252380437784e-05
perpetuated,1,1.2007252380437784e-05
contended,1,1.2007252380437784e-05
uses,1,1.2007252380437784e-05
management,1,1.2007252380437784e-05
theory,1,1.2007252380437784e-05
manage,1,1.2007252380437784e-05
spoils,1,1.2007252380437784e-05
temptation,1,1.2007252380437784e-05
schoolmaster,1,1.2007252380437784e-05
introducing,1,1.2007252380437784e-05
helped,1,1.2007252380437784e-05
mindful,1,1.2007252380437784e-05
stuff,1,1.2007252380437784e-05
afloat,1,1.2007252380437784e-05
unreasonably,1,1.2007252380437784e-05
discoveries,1,1.2007252380437784e-05
privateers,1,1.2007252380437784e-05
gale,1,1.2007252380437784e-05
lasted,1,1.2007252380437784e-05
shudderings,1,1.2007252380437784e-05
beckoning,1,1.2007252380437784e-05
probabilities,1,1.2007252380437784e-05
provide,1,1.2007252380437784e-05
hunting,1,1.2007252380437784e-05
statement,1,1.2007252380437784e-05
noncommissioned,1,1.2007252380437784e-05
cruise,1,1.2007252380437784e-05
western,1,1.2007252380437784e-05
islands,1,1.2007252380437784e-05
mediterranean,1,1.2007252380437784e-05
curl,1,1.2007252380437784e-05
sharing,1,1.2007252380437784e-05
discontented,1,1.2007252380437784e-05
admiralty,1,1.2007252380437784e-05
detected,1,1.2007252380437784e-05
reminded,1,1.2007252380437784e-05
association,1,1.2007252380437784e-05
conceiving,1,1.2007252380437784e-05
commonest,1,1.2007252380437784e-05
couples,1,1.2007252380437784e-05
tastes,1,1.2007252380437784e-05
unison,1,1.2007252380437784e-05
countenances,1,1.2007252380437784e-05
throughout,1,1.2007252380437784e-05
food,1,1.2007252380437784e-05
accused,1,1.2007252380437784e-05
singleness,1,1.2007252380437784e-05
cook,1,1.2007252380437784e-05
prided,1,1.2007252380437784e-05
knife,1,1.2007252380437784e-05
fork,1,1.2007252380437784e-05
unreasonable,1,1.2007252380437784e-05
pace,1,1.2007252380437784e-05
fetching,1,1.2007252380437784e-05
pore,1,1.2007252380437784e-05
reported,1,1.2007252380437784e-05
selfamusement,1,1.2007252380437784e-05
instruction,1,1.2007252380437784e-05
7,1,1.2007252380437784e-05
withoh,1,1.2007252380437784e-05
superfine,1,1.2007252380437784e-05
merged,1,1.2007252380437784e-05
worlds,1,1.2007252380437784e-05
idly,1,1.2007252380437784e-05
conceited,1,1.2007252380437784e-05
confide,1,1.2007252380437784e-05
sing,1,1.2007252380437784e-05
tune,1,1.2007252380437784e-05
attack,1,1.2007252380437784e-05
bequeath,1,1.2007252380437784e-05
rating,1,1.2007252380437784e-05
traveller,1,1.2007252380437784e-05
legacy,1,1.2007252380437784e-05
atlantic,1,1.2007252380437784e-05
cork,1,1.2007252380437784e-05
streights,1,1.2007252380437784e-05
bermuda,1,1.2007252380437784e-05
bahama,1,1.2007252380437784e-05
dissent,1,1.2007252380437784e-05
accuse,1,1.2007252380437784e-05
refinementwomen,1,1.2007252380437784e-05
mainly,1,1.2007252380437784e-05
maintenance,1,1.2007252380437784e-05
graceful,1,1.2007252380437784e-05
unabsurd,1,1.2007252380437784e-05
barrier,1,1.2007252380437784e-05
cheer,1,1.2007252380437784e-05
slender,1,1.2007252380437784e-05
screened,1,1.2007252380437784e-05
selfcommand,1,1.2007252380437784e-05
sighings,1,1.2007252380437784e-05
destiny,1,1.2007252380437784e-05
bulky,1,1.2007252380437784e-05
unbecoming,1,1.2007252380437784e-05
professing,1,1.2007252380437784e-05
conjunctions,1,1.2007252380437784e-05
patronize,1,1.2007252380437784e-05
vainwhich,1,1.2007252380437784e-05
toleratewhich,1,1.2007252380437784e-05
seize,1,1.2007252380437784e-05
refreshing,1,1.2007252380437784e-05
interrupting,1,1.2007252380437784e-05
grierson,1,1.2007252380437784e-05
defended,1,1.2007252380437784e-05
unvisited,1,1.2007252380437784e-05
wandering,1,1.2007252380437784e-05
falter,1,1.2007252380437784e-05
robinsons,1,1.2007252380437784e-05
gloom,1,1.2007252380437784e-05
protestations,1,1.2007252380437784e-05
spine,1,1.2007252380437784e-05
bold,1,1.2007252380437784e-05
twentynine,1,1.2007252380437784e-05
shift,1,1.2007252380437784e-05
suitably,1,1.2007252380437784e-05
suddenness,1,1.2007252380437784e-05
alarmof,1,1.2007252380437784e-05
province,1,1.2007252380437784e-05
plainly,1,1.2007252380437784e-05
sickroom,1,1.2007252380437784e-05
scolding,1,1.2007252380437784e-05
teazing,1,1.2007252380437784e-05
kicking,1,1.2007252380437784e-05
brightening,1,1.2007252380437784e-05
homeam,1,1.2007252380437784e-05
harasses,1,1.2007252380437784e-05
equality,1,1.2007252380437784e-05
tapping,1,1.2007252380437784e-05
wreck,1,1.2007252380437784e-05
glee,1,1.2007252380437784e-05
narratives,1,1.2007252380437784e-05
assistants,1,1.2007252380437784e-05
welcoming,1,1.2007252380437784e-05
cellars,1,1.2007252380437784e-05
dislocated,1,1.2007252380437784e-05
hysterics,1,1.2007252380437784e-05
control,1,1.2007252380437784e-05
banish,1,1.2007252380437784e-05
soothe,1,1.2007252380437784e-05
accession,1,1.2007252380437784e-05
contentment,1,1.2007252380437784e-05
replaced,1,1.2007252380437784e-05
haggard,1,1.2007252380437784e-05
rubbed,1,1.2007252380437784e-05
crows,1,1.2007252380437784e-05
aunts,1,1.2007252380437784e-05
digress,1,1.2007252380437784e-05
nephews,1,1.2007252380437784e-05
worsting,1,1.2007252380437784e-05
individual,1,1.2007252380437784e-05
male,1,1.2007252380437784e-05
morrowactually,1,1.2007252380437784e-05
indulged,1,1.2007252380437784e-05
mild,1,1.2007252380437784e-05
urged,1,1.2007252380437784e-05
wretchedly,1,1.2007252380437784e-05
hating,1,1.2007252380437784e-05
wisdom,1,1.2007252380437784e-05
unsuspicious,1,1.2007252380437784e-05
inflicting,1,1.2007252380437784e-05
doubtless,1,1.2007252380437784e-05
revenge,1,1.2007252380437784e-05
manly,1,1.2007252380437784e-05
sobering,1,1.2007252380437784e-05
allayed,1,1.2007252380437784e-05
feebleness,1,1.2007252380437784e-05
unpersuadable,1,1.2007252380437784e-05
oblige,1,1.2007252380437784e-05
overpersuasion,1,1.2007252380437784e-05
timidity,1,1.2007252380437784e-05
suppositions,1,1.2007252380437784e-05
contradicted,1,1.2007252380437784e-05
8,1,1.2007252380437784e-05
dining,1,1.2007252380437784e-05
absenting,1,1.2007252380437784e-05
dinings,1,1.2007252380437784e-05
retentive,1,1.2007252380437784e-05
comprised,1,1.2007252380437784e-05
removalsall,1,1.2007252380437784e-05
alienations,1,1.2007252380437784e-05
oddly,1,1.2007252380437784e-05
constructed,1,1.2007252380437784e-05
shyness,1,1.2007252380437784e-05
shoot,1,1.2007252380437784e-05
slightly,1,1.2007252380437784e-05
actuated,1,1.2007252380437784e-05
vanished,1,1.2007252380437784e-05
escaping,1,1.2007252380437784e-05
proposing,1,1.2007252380437784e-05
revive,1,1.2007252380437784e-05
goddaughter,1,1.2007252380437784e-05
rushed,1,1.2007252380437784e-05
consoling,1,1.2007252380437784e-05
wayshe,1,1.2007252380437784e-05
resolving,1,1.2007252380437784e-05
sportsmen,1,1.2007252380437784e-05
resuming,1,1.2007252380437784e-05
banished,1,1.2007252380437784e-05
indistinctness,1,1.2007252380437784e-05
carpet,1,1.2007252380437784e-05
square,1,1.2007252380437784e-05
oldfashioned,1,1.2007252380437784e-05
ambition,1,1.2007252380437784e-05
indisputably,1,1.2007252380437784e-05
skilful,1,1.2007252380437784e-05
renting,1,1.2007252380437784e-05
disliked,1,1.2007252380437784e-05
anyone,1,1.2007252380437784e-05
intending,1,1.2007252380437784e-05
inhabit,1,1.2007252380437784e-05
permitted,1,1.2007252380437784e-05
allowing,1,1.2007252380437784e-05
treaty,1,1.2007252380437784e-05
predicament,1,1.2007252380437784e-05
authorising,1,1.2007252380437784e-05
lawns,1,1.2007252380437784e-05
unobjectionable,1,1.2007252380437784e-05
essentials,1,1.2007252380437784e-05
alternatives,1,1.2007252380437784e-05
soothing,1,1.2007252380437784e-05
outline,1,1.2007252380437784e-05
whither,1,1.2007252380437784e-05
dealings,1,1.2007252380437784e-05
safer,1,1.2007252380437784e-05
strafford,1,1.2007252380437784e-05
expedited,1,1.2007252380437784e-05
descend,1,1.2007252380437784e-05
deputation,1,1.2007252380437784e-05
killed,1,1.2007252380437784e-05
undesirableness,1,1.2007252380437784e-05
preserver,1,1.2007252380437784e-05
wellspoken,1,1.2007252380437784e-05
genteel,1,1.2007252380437784e-05
taxes,1,1.2007252380437784e-05
conversant,1,1.2007252380437784e-05
foresaw,1,1.2007252380437784e-05
conception,1,1.2007252380437784e-05
aymr,1,1.2007252380437784e-05
governor,1,1.2007252380437784e-05
trent,1,1.2007252380437784e-05
trespass,1,1.2007252380437784e-05
farmers,1,1.2007252380437784e-05
orchard,1,1.2007252380437784e-05
torn,1,1.2007252380437784e-05
apples,1,1.2007252380437784e-05
stolen,1,1.2007252380437784e-05
amicable,1,1.2007252380437784e-05
indecision,1,1.2007252380437784e-05
suspend,1,1.2007252380437784e-05
unsoftened,1,1.2007252380437784e-05
prescribed,1,1.2007252380437784e-05
pair,1,1.2007252380437784e-05
attaining,1,1.2007252380437784e-05
chances,1,1.2007252380437784e-05
persuading,1,1.2007252380437784e-05
snatched,1,1.2007252380437784e-05
youthkilling,1,1.2007252380437784e-05
representations,1,1.2007252380437784e-05
realized,1,1.2007252380437784e-05
selfdenial,1,1.2007252380437784e-05
retrenchments,1,1.2007252380437784e-05
tempered,1,1.2007252380437784e-05
fearlessness,1,1.2007252380437784e-05
operated,1,1.2007252380437784e-05
brilliant,1,1.2007252380437784e-05
headstrong,1,1.2007252380437784e-05
approaching,1,1.2007252380437784e-05
expedition,1,1.2007252380437784e-05
deprecated,1,1.2007252380437784e-05
creditors,1,1.2007252380437784e-05
indispensable,1,1.2007252380437784e-05
pardonable,1,1.2007252380437784e-05
rigid,1,1.2007252380437784e-05
empowered,1,1.2007252380437784e-05
sum,1,1.2007252380437784e-05
flushed,1,1.2007252380437784e-05
regulating,1,1.2007252380437784e-05
grove,1,1.2007252380437784e-05
4,1,1.2007252380437784e-05
confessing,1,1.2007252380437784e-05
domingo,1,1.2007252380437784e-05
1806,1,1.2007252380437784e-05
abode,1,1.2007252380437784e-05
retrenching,1,1.2007252380437784e-05
lavish,1,1.2007252380437784e-05
requisitions,1,1.2007252380437784e-05
reality,1,1.2007252380437784e-05
rapidly,1,1.2007252380437784e-05
disgraceful,1,1.2007252380437784e-05
decencies,1,1.2007252380437784e-05
declarations,1,1.2007252380437784e-05
tablecontractions,1,1.2007252380437784e-05
troubles,1,1.2007252380437784e-05
withholding,1,1.2007252380437784e-05
journeys,1,1.2007252380437784e-05
manor,1,1.2007252380437784e-05
readyfurnished,1,1.2007252380437784e-05
engrafted,1,1.2007252380437784e-05
rugged,1,1.2007252380437784e-05
insulted,1,1.2007252380437784e-05
disdained,1,1.2007252380437784e-05
prematurely,1,1.2007252380437784e-05
striking,1,1.2007252380437784e-05
selection,1,1.2007252380437784e-05
bread,1,1.2007252380437784e-05
deplorablelooking,1,1.2007252380437784e-05
personage,1,1.2007252380437784e-05
mahogany,1,1.2007252380437784e-05
wrinkles,1,1.2007252380437784e-05
horribly,1,1.2007252380437784e-05
grey,1,1.2007252380437784e-05
hairs,1,1.2007252380437784e-05
dab,1,1.2007252380437784e-05
powder,1,1.2007252380437784e-05
morley,1,1.2007252380437784e-05
sixty,1,1.2007252380437784e-05
sixtytwo,1,1.2007252380437784e-05
seafaring,1,1.2007252380437784e-05
baldwins,1,1.2007252380437784e-05
grows,1,1.2007252380437784e-05
cuts,1,1.2007252380437784e-05
hale,1,1.2007252380437784e-05
approachable,1,1.2007252380437784e-05
commanders,1,1.2007252380437784e-05
wealthy,1,1.2007252380437784e-05
elude,1,1.2007252380437784e-05
familymatters,1,1.2007252380437784e-05
rejoined,1,1.2007252380437784e-05
rumours,1,1.2007252380437784e-05
annexed,1,1.2007252380437784e-05
impose,1,1.2007252380437784e-05
pleasuregrounds,1,1.2007252380437784e-05
methods,1,1.2007252380437784e-05
dreamt,1,1.2007252380437784e-05
soldier,1,1.2007252380437784e-05
usages,1,1.2007252380437784e-05
hey,1,1.2007252380437784e-05
juncture,1,1.2007252380437784e-05
3,1,1.2007252380437784e-05
intimates,1,1.2007252380437784e-05
obscure,1,1.2007252380437784e-05
undue,1,1.2007252380437784e-05
grandfathers,1,1.2007252380437784e-05
mercy,1,1.2007252380437784e-05
beautifier,1,1.2007252380437784e-05
betimes,1,1.2007252380437784e-05
inquiries,1,1.2007252380437784e-05
forbad,1,1.2007252380437784e-05
advertised,1,1.2007252380437784e-05
spurned,1,1.2007252380437784e-05
accidentally,1,1.2007252380437784e-05
hearingit,1,1.2007252380437784e-05
foretold,1,1.2007252380437784e-05
secretaccidentally,1,1.2007252380437784e-05
advertise,1,1.2007252380437784e-05
letting,1,1.2007252380437784e-05
explicit,1,1.2007252380437784e-05
soldiers,1,1.2007252380437784e-05
eligible,1,1.2007252380437784e-05
profound,1,1.2007252380437784e-05
inquiry,1,1.2007252380437784e-05
rear,1,1.2007252380437784e-05
trafalgar,1,1.2007252380437784e-05
granted,1,1.2007252380437784e-05
orange,1,1.2007252380437784e-05
cuffs,1,1.2007252380437784e-05
capes,1,1.2007252380437784e-05
native,1,1.2007252380437784e-05
sessions,1,1.2007252380437784e-05
spontaneously,1,1.2007252380437784e-05
unexceptionable,1,1.2007252380437784e-05
quieter,1,1.2007252380437784e-05
labour,1,1.2007252380437784e-05
plods,1,1.2007252380437784e-05
careworn,1,1.2007252380437784e-05
physician,1,1.2007252380437784e-05
stopt,1,1.2007252380437784e-05
pleasingthe,1,1.2007252380437784e-05
clergymanand,1,1.2007252380437784e-05
infected,1,1.2007252380437784e-05
expose,1,1.2007252380437784e-05
poisonous,1,1.2007252380437784e-05
atmosphere,1,1.2007252380437784e-05
burden,1,1.2007252380437784e-05
unprosperous,1,1.2007252380437784e-05
approving,1,1.2007252380437784e-05
reasons,1,1.2007252380437784e-05
personableness,1,1.2007252380437784e-05
bespeak,1,1.2007252380437784e-05
applicant,1,1.2007252380437784e-05
combat,1,1.2007252380437784e-05
urging,1,1.2007252380437784e-05
vacancies,1,1.2007252380437784e-05
compact,1,1.2007252380437784e-05
compromising,1,1.2007252380437784e-05
anticipate,1,1.2007252380437784e-05
solitariness,1,1.2007252380437784e-05
devise,1,1.2007252380437784e-05
moderatesized,1,1.2007252380437784e-05
yeomen,1,1.2007252380437784e-05
labourers,1,1.2007252380437784e-05
gates,1,1.2007252380437784e-05
unmodernized,1,1.2007252380437784e-05
tight,1,1.2007252380437784e-05
desolate,1,1.2007252380437784e-05
parsonage,1,1.2007252380437784e-05
enclosed,1,1.2007252380437784e-05
vine,1,1.2007252380437784e-05
peartree,1,1.2007252380437784e-05
trained,1,1.2007252380437784e-05
insufficient,1,1.2007252380437784e-05
casements,1,1.2007252380437784e-05
farmhouse,1,1.2007252380437784e-05
prettiness,1,1.2007252380437784e-05
breakup,1,1.2007252380437784e-05
cottagers,1,1.2007252380437784e-05
yearly,1,1.2007252380437784e-05
reckoned,1,1.2007252380437784e-05
offend,1,1.2007252380437784e-05
indignantly,1,1.2007252380437784e-05
partys,1,1.2007252380437784e-05
transmitted,1,1.2007252380437784e-05
sell,1,1.2007252380437784e-05
reprobates,1,1.2007252380437784e-05
inequality,1,1.2007252380437784e-05
condescend,1,1.2007252380437784e-05
mortgage,1,1.2007252380437784e-05
misfortunes,1,1.2007252380437784e-05
tenantry,1,1.2007252380437784e-05
condescended,1,1.2007252380437784e-05
disfigured,1,1.2007252380437784e-05
abominates,1,1.2007252380437784e-05
alienable,1,1.2007252380437784e-05
stake,1,1.2007252380437784e-05
acre,1,1.2007252380437784e-05
carriagehorses,1,1.2007252380437784e-05
dispose,1,1.2007252380437784e-05
condescending,1,1.2007252380437784e-05
travellers,1,1.2007252380437784e-05
aspect,1,1.2007252380437784e-05
honest,1,1.2007252380437784e-05
possessor,1,1.2007252380437784e-05
exceeding,1,1.2007252380437784e-05
trunks,1,1.2007252380437784e-05
repack,1,1.2007252380437784e-05
constantly,1,1.2007252380437784e-05
waggons,1,1.2007252380437784e-05
rightmindedness,1,1.2007252380437784e-05
takeleave,1,1.2007252380437784e-05
pooles,1,1.2007252380437784e-05
moderation,1,1.2007252380437784e-05
agent,1,1.2007252380437784e-05
imperiously,1,1.2007252380437784e-05
tradespeople,1,1.2007252380437784e-05
bills,1,1.2007252380437784e-05
owing,1,1.2007252380437784e-05
dinnertime,1,1.2007252380437784e-05
beautifying,1,1.2007252380437784e-05
nosegay,1,1.2007252380437784e-05
ate,1,1.2007252380437784e-05
meat,1,1.2007252380437784e-05
check,1,1.2007252380437784e-05
arrange,1,1.2007252380437784e-05
mackenzie,1,1.2007252380437784e-05
premises,1,1.2007252380437784e-05
greeted,1,1.2007252380437784e-05
endowed,1,1.2007252380437784e-05
elder,1,1.2007252380437784e-05
resources,1,1.2007252380437784e-05
inheriting,1,1.2007252380437784e-05
selfimportance,1,1.2007252380437784e-05
prone,1,1.2007252380437784e-05
expedients,1,1.2007252380437784e-05
furnishing,1,1.2007252380437784e-05
summers,1,1.2007252380437784e-05
refrain,1,1.2007252380437784e-05
catalogue,1,1.2007252380437784e-05
charities,1,1.2007252380437784e-05
bell,1,1.2007252380437784e-05
branches,1,1.2007252380437784e-05
laugh,1,1.2007252380437784e-05
cheerfullest,1,1.2007252380437784e-05
concealing,1,1.2007252380437784e-05
conveniently,1,1.2007252380437784e-05
blameless,1,1.2007252380437784e-05
duplicate,1,1.2007252380437784e-05
warning,1,1.2007252380437784e-05
pitied,1,1.2007252380437784e-05
confidential,1,1.2007252380437784e-05
futurity,1,1.2007252380437784e-05
hopelessness,1,1.2007252380437784e-05
retrenchment,1,1.2007252380437784e-05
marking,1,1.2007252380437784e-05
disadvantage,1,1.2007252380437784e-05
bestowed,1,1.2007252380437784e-05
reasonably,1,1.2007252380437784e-05
genius,1,1.2007252380437784e-05
captures,1,1.2007252380437784e-05
lists,1,1.2007252380437784e-05
overanxious,1,1.2007252380437784e-05
emendation,1,1.2007252380437784e-05
prudence,1,1.2007252380437784e-05
romance,1,1.2007252380437784e-05
unnatural,1,1.2007252380437784e-05
dispel,1,1.2007252380437784e-05
knight,1,1.2007252380437784e-05
harden,1,1.2007252380437784e-05
sufficiently,1,1.2007252380437784e-05
blinded,1,1.2007252380437784e-05
ancestry,1,1.2007252380437784e-05
borders,1,1.2007252380437784e-05
undone,1,1.2007252380437784e-05
impressed,1,1.2007252380437784e-05
sorrowful,1,1.2007252380437784e-05
debts,1,1.2007252380437784e-05
indiscreet,1,1.2007252380437784e-05
contracted,1,1.2007252380437784e-05
consulting,1,1.2007252380437784e-05
unconvinced,1,1.2007252380437784e-05
unbending,1,1.2007252380437784e-05
singularity,1,1.2007252380437784e-05
relinquishment,1,1.2007252380437784e-05
singular,1,1.2007252380437784e-05
rupture,1,1.2007252380437784e-05
vigorous,1,1.2007252380437784e-05
enlargement,1,1.2007252380437784e-05
adopt,1,1.2007252380437784e-05
equity,1,1.2007252380437784e-05
release,1,1.2007252380437784e-05
fastidiousness,1,1.2007252380437784e-05
twoandtwenty,1,1.2007252380437784e-05
lamented,1,1.2007252380437784e-05
twentytwo,1,1.2007252380437784e-05
respectably,1,1.2007252380437784e-05
unconsciousness,1,1.2007252380437784e-05
prejudices,1,1.2007252380437784e-05
sprung,1,1.2007252380437784e-05
resorted,1,1.2007252380437784e-05
autumnal,1,1.2007252380437784e-05
claiming,1,1.2007252380437784e-05
indisposed,1,1.2007252380437784e-05
rejected,1,1.2007252380437784e-05
2,1,1.2007252380437784e-05
intervening,1,1.2007252380437784e-05
expenditure,1,1.2007252380437784e-05
reduce,1,1.2007252380437784e-05
assistant,1,1.2007252380437784e-05
affront,1,1.2007252380437784e-05
syllable,1,1.2007252380437784e-05
contained,1,1.2007252380437784e-05
sore,1,1.2007252380437784e-05
affronts,1,1.2007252380437784e-05
advise,1,1.2007252380437784e-05
projecting,1,1.2007252380437784e-05
clumsy,1,1.2007252380437784e-05
wrist,1,1.2007252380437784e-05
neighbouring,1,1.2007252380437784e-05
acute,1,1.2007252380437784e-05
forego,1,1.2007252380437784e-05
glare,1,1.2007252380437784e-05
heats,1,1.2007252380437784e-05
implicit,1,1.2007252380437784e-05
residing,1,1.2007252380437784e-05
shortlived,1,1.2007252380437784e-05
goodbreeding,1,1.2007252380437784e-05
accompanying,1,1.2007252380437784e-05
aristocratic,1,1.2007252380437784e-05
satisfactory,1,1.2007252380437784e-05
integrity,1,1.2007252380437784e-05
trusting,1,1.2007252380437784e-05
assurances,1,1.2007252380437784e-05
breeding,1,1.2007252380437784e-05
clerks,1,1.2007252380437784e-05
preliminary,1,1.2007252380437784e-05
modify,1,1.2007252380437784e-05
indenture,1,1.2007252380437784e-05
sheweth,1,1.2007252380437784e-05
arranging,1,1.2007252380437784e-05
hair,1,1.2007252380437784e-05
thames,1,1.2007252380437784e-05
himreciprocal,1,1.2007252380437784e-05
rates,1,1.2007252380437784e-05
themthree,1,1.2007252380437784e-05
investigation,1,1.2007252380437784e-05
consultation,1,1.2007252380437784e-05
reprieve,1,1.2007252380437784e-05
ejaculations,1,1.2007252380437784e-05
folded,1,1.2007252380437784e-05
prayer,1,1.2007252380437784e-05
silenced,1,1.2007252380437784e-05
maids,1,1.2007252380437784e-05
swinging,1,1.2007252380437784e-05
cot,1,1.2007252380437784e-05
experienced,1,1.2007252380437784e-05
terror,1,1.2007252380437784e-05
stevenson,1,1.2007252380437784e-05
lateness,1,1.2007252380437784e-05
exerting,1,1.2007252380437784e-05
incumbrance,1,1.2007252380437784e-05
stays,1,1.2007252380437784e-05
1784,1,1.2007252380437784e-05
restoring,1,1.2007252380437784e-05
coloured,1,1.2007252380437784e-05
vehement,1,1.2007252380437784e-05
complained,1,1.2007252380437784e-05
desperate,1,1.2007252380437784e-05
injuries,1,1.2007252380437784e-05
reluctantly,1,1.2007252380437784e-05
workmen,1,1.2007252380437784e-05
bitterest,1,1.2007252380437784e-05
darting,1,1.2007252380437784e-05
resigned,1,1.2007252380437784e-05
corpselike,1,1.2007252380437784e-05
sobs,1,1.2007252380437784e-05
witness,1,1.2007252380437784e-05
instinct,1,1.2007252380437784e-05
assuage,1,1.2007252380437784e-05
south,1,1.2007252380437784e-05
boatmen,1,1.2007252380437784e-05
contusion,1,1.2007252380437784e-05
consigned,1,1.2007252380437784e-05
treading,1,1.2007252380437784e-05
unutterable,1,1.2007252380437784e-05
surgeons,1,1.2007252380437784e-05
cordials,1,1.2007252380437784e-05
restoratives,1,1.2007252380437784e-05
needed,1,1.2007252380437784e-05
incapable,1,1.2007252380437784e-05
insensibility,1,1.2007252380437784e-05
stead,1,1.2007252380437784e-05
illjudging,1,1.2007252380437784e-05
firmly,1,1.2007252380437784e-05
indebted,1,1.2007252380437784e-05
speedy,1,1.2007252380437784e-05
multiply,1,1.2007252380437784e-05
longpetted,1,1.2007252380437784e-05
harry,1,1.2007252380437784e-05
mend,1,1.2007252380437784e-05
stockings,1,1.2007252380437784e-05
blains,1,1.2007252380437784e-05
bruises,1,1.2007252380437784e-05
resolved,1,1.2007252380437784e-05
1760,1,1.2007252380437784e-05
baited,1,1.2007252380437784e-05
obtain,1,1.2007252380437784e-05
comforters,1,1.2007252380437784e-05
impart,1,1.2007252380437784e-05
relieve,1,1.2007252380437784e-05
march,1,1.2007252380437784e-05
blotting,1,1.2007252380437784e-05
adieu,1,1.2007252380437784e-05
dripping,1,1.2007252380437784e-05
comfortless,1,1.2007252380437784e-05
13,1,1.2007252380437784e-05
break,1,1.2007252380437784e-05
spots,1,1.2007252380437784e-05
governing,1,1.2007252380437784e-05
wrapt,1,1.2007252380437784e-05
welfare,1,1.2007252380437784e-05
considerately,1,1.2007252380437784e-05
lowest,1,1.2007252380437784e-05
substitution,1,1.2007252380437784e-05
emulating,1,1.2007252380437784e-05
emma,1,1.2007252380437784e-05
unnecessarily,1,1.2007252380437784e-05
