chap_num,para_num,sent_num,token_num,token_str
1,1,0,0,The
1,1,0,1,family
1,1,0,2,of
1,1,0,3,Dashwood
1,1,0,4,had
1,1,0,5,long
1,1,0,6,been
1,1,0,7,settled
1,1,0,8,in
1,1,0,9,Sussex
1,1,1,0,
1,1,1,1,Their
1,1,1,2,estate
1,1,1,3,was
1,1,1,4,large
1,1,1,5,and
1,1,1,6,their
1,1,1,7,residence
1,1,1,8,was
1,1,1,9,at
1,1,1,10,Norland
1,1,1,11,Park
1,1,1,12,in
1,1,1,13,the
1,1,1,14,centre
1,1,1,15,of
1,1,1,16,their
1,1,1,17,property
1,1,1,18,where
1,1,1,19,for
1,1,1,20,many
1,1,1,21,generations
1,1,1,22,they
1,1,1,23,had
1,1,1,24,lived
1,1,1,25,in
1,1,1,26,so
1,1,1,27,respectable
1,1,1,28,a
1,1,1,29,manner
1,1,1,30,as
1,1,1,31,to
1,1,1,32,engage
1,1,1,33,the
1,1,1,34,general
1,1,1,35,good
1,1,1,36,opinion
1,1,1,37,of
1,1,1,38,their
1,1,1,39,surrounding
1,1,1,40,acquaintance
1,1,2,0,
1,1,2,1,The
1,1,2,2,late
1,1,2,3,owner
1,1,2,4,of
1,1,2,5,this
1,1,2,6,estate
1,1,2,7,was
1,1,2,8,a
1,1,2,9,single
1,1,2,10,man
1,1,2,11,who
1,1,2,12,lived
1,1,2,13,to
1,1,2,14,a
1,1,2,15,very
1,1,2,16,advanced
1,1,2,17,age
1,1,2,18,and
1,1,2,19,who
1,1,2,20,for
1,1,2,21,many
1,1,2,22,years
1,1,2,23,of
1,1,2,24,his
1,1,2,25,life
1,1,2,26,had
1,1,2,27,a
1,1,2,28,constant
1,1,2,29,companion
1,1,2,30,and
1,1,2,31,housekeeper
1,1,2,32,in
1,1,2,33,his
1,1,2,34,sister
1,1,3,0,
1,1,3,1,But
1,1,3,2,her
1,1,3,3,death
1,1,3,4,which
1,1,3,5,happened
1,1,3,6,ten
1,1,3,7,years
1,1,3,8,before
1,1,3,9,his
1,1,3,10,own
1,1,3,11,produced
1,1,3,12,a
1,1,3,13,great
1,1,3,14,alteration
1,1,3,15,in
1,1,3,16,his
1,1,3,17,home
1,1,4,0,
1,1,4,1,for
1,1,4,2,to
1,1,4,3,supply
1,1,4,4,her
1,1,4,5,loss
1,1,4,6,he
1,1,4,7,invited
1,1,4,8,and
1,1,4,9,received
1,1,4,10,into
1,1,4,11,his
1,1,4,12,house
1,1,4,13,the
1,1,4,14,family
1,1,4,15,of
1,1,4,16,his
1,1,4,17,nephew
1,1,4,18,Mr
1,1,5,0,
1,1,5,1,Henry
1,1,5,2,Dashwood
1,1,5,3,the
1,1,5,4,legal
1,1,5,5,inheritor
1,1,5,6,of
1,1,5,7,the
1,1,5,8,Norland
1,1,5,9,estate
1,1,5,10,and
1,1,5,11,the
1,1,5,12,person
1,1,5,13,to
1,1,5,14,whom
1,1,5,15,he
1,1,5,16,intended
1,1,5,17,to
1,1,5,18,bequeath
1,1,5,19,it
1,1,6,0,
1,1,6,1,In
1,1,6,2,the
1,1,6,3,society
1,1,6,4,of
1,1,6,5,his
1,1,6,6,nephew
1,1,6,7,and
1,1,6,8,niece
1,1,6,9,and
1,1,6,10,their
1,1,6,11,children
1,1,6,12,the
1,1,6,13,old
1,1,6,14,Gentleman
1,1,6,15,s
1,1,6,16,days
1,1,6,17,were
1,1,6,18,comfortably
1,1,6,19,spent
1,1,7,0,
1,1,7,1,His
1,1,7,2,attachment
1,1,7,3,to
1,1,7,4,them
1,1,7,5,all
1,1,7,6,increased
1,1,8,0,
1,1,8,1,The
1,1,8,2,constant
1,1,8,3,attention
1,1,8,4,of
1,1,8,5,Mr
1,1,9,0,
1,1,9,1,and
1,1,9,2,Mrs
1,1,10,0,
1,1,10,1,Henry
1,1,10,2,Dashwood
1,1,10,3,to
1,1,10,4,his
1,1,10,5,wishes
1,1,10,6,which
1,1,10,7,proceeded
1,1,10,8,not
1,1,10,9,merely
1,1,10,10,from
1,1,10,11,interest
1,1,10,12,but
1,1,10,13,from
1,1,10,14,goodness
1,1,10,15,of
1,1,10,16,heart
1,1,10,17,gave
1,1,10,18,him
1,1,10,19,every
1,1,10,20,degree
1,1,10,21,of
1,1,10,22,solid
1,1,10,23,comfort
1,1,10,24,which
1,1,10,25,his
1,1,10,26,age
1,1,10,27,could
1,1,10,28,receive
1,1,11,0,
1,1,11,1,and
1,1,11,2,the
1,1,11,3,cheerfulness
1,1,11,4,of
1,1,11,5,the
1,1,11,6,children
1,1,11,7,added
1,1,11,8,a
1,1,11,9,relish
1,1,11,10,to
1,1,11,11,his
1,1,11,12,existence
1,2,0,0,By
1,2,0,1,a
1,2,0,2,former
1,2,0,3,marriage
1,2,0,4,Mr
1,2,1,0,
1,2,1,1,Henry
1,2,1,2,Dashwood
1,2,1,3,had
1,2,1,4,one
1,2,1,5,son
1,2,2,0,
1,2,2,1,by
1,2,2,2,his
1,2,2,3,present
1,2,2,4,lady
1,2,2,5,three
1,2,2,6,daughters
1,2,3,0,
1,2,3,1,The
1,2,3,2,son
1,2,3,3,a
1,2,3,4,steady
1,2,3,5,respectable
1,2,3,6,young
1,2,3,7,man
1,2,3,8,was
1,2,3,9,amply
1,2,3,10,provided
1,2,3,11,for
1,2,3,12,by
1,2,3,13,the
1,2,3,14,fortune
1,2,3,15,of
1,2,3,16,his
1,2,3,17,mother
1,2,3,18,which
1,2,3,19,had
1,2,3,20,been
1,2,3,21,large
1,2,3,22,and
1,2,3,23,half
1,2,3,24,of
1,2,3,25,which
1,2,3,26,devolved
1,2,3,27,on
1,2,3,28,him
1,2,3,29,on
1,2,3,30,his
1,2,3,31,coming
1,2,3,32,of
1,2,3,33,age
1,2,4,0,
1,2,4,1,By
1,2,4,2,his
1,2,4,3,own
1,2,4,4,marriage
1,2,4,5,likewise
1,2,4,6,which
1,2,4,7,happened
1,2,4,8,soon
1,2,4,9,afterwards
1,2,4,10,he
1,2,4,11,added
1,2,4,12,to
1,2,4,13,his
1,2,4,14,wealth
1,2,5,0,
1,2,5,1,To
1,2,5,2,him
1,2,5,3,therefore
1,2,5,4,the
1,2,5,5,succession
1,2,5,6,to
1,2,5,7,the
1,2,5,8,Norland
1,2,5,9,estate
1,2,5,10,was
1,2,5,11,not
1,2,5,12,so
1,2,5,13,really
1,2,5,14,important
1,2,5,15,as
1,2,5,16,to
1,2,5,17,his
1,2,5,18,sisters
1,2,6,0,
1,2,6,1,for
1,2,6,2,their
1,2,6,3,fortune
1,2,6,4,independent
1,2,6,5,of
1,2,6,6,what
1,2,6,7,might
1,2,6,8,arise
1,2,6,9,to
1,2,6,10,them
1,2,6,11,from
1,2,6,12,their
1,2,6,13,father
1,2,6,14,s
1,2,6,15,inheriting
1,2,6,16,that
1,2,6,17,property
1,2,6,18,could
1,2,6,19,be
1,2,6,20,but
1,2,6,21,small
1,2,7,0,
1,2,7,1,Their
1,2,7,2,mother
1,2,7,3,had
1,2,7,4,nothing
1,2,7,5,and
1,2,7,6,their
1,2,7,7,father
1,2,7,8,only
1,2,7,9,seven
1,2,7,10,thousand
1,2,7,11,pounds
1,2,7,12,in
1,2,7,13,his
1,2,7,14,own
1,2,7,15,disposal
1,2,8,0,
1,2,8,1,for
1,2,8,2,the
1,2,8,3,remaining
1,2,8,4,moiety
1,2,8,5,of
1,2,8,6,his
1,2,8,7,first
1,2,8,8,wife
1,2,8,9,s
1,2,8,10,fortune
1,2,8,11,was
1,2,8,12,also
1,2,8,13,secured
1,2,8,14,to
1,2,8,15,her
1,2,8,16,child
1,2,8,17,and
1,2,8,18,he
1,2,8,19,had
1,2,8,20,only
1,2,8,21,a
1,2,8,22,life
1,2,8,23,interest
1,2,8,24,in
1,2,8,25,it
1,3,0,0,The
1,3,0,1,old
1,3,0,2,gentleman
1,3,0,3,died
1,3,1,0,
1,3,1,1,his
1,3,1,2,will
1,3,1,3,was
1,3,1,4,read
1,3,1,5,and
1,3,1,6,like
1,3,1,7,almost
1,3,1,8,every
1,3,1,9,other
1,3,1,10,will
1,3,1,11,gave
1,3,1,12,as
1,3,1,13,much
1,3,1,14,disappointment
1,3,1,15,as
1,3,1,16,pleasure
1,3,2,0,
1,3,2,1,He
1,3,2,2,was
1,3,2,3,neither
1,3,2,4,so
1,3,2,5,unjust
1,3,2,6,nor
1,3,2,7,so
1,3,2,8,ungrateful
1,3,2,9,as
1,3,2,10,to
1,3,2,11,leave
1,3,2,12,his
1,3,2,13,estate
1,3,2,14,from
1,3,2,15,his
1,3,2,16,nephew
1,3,3,0,
1,3,3,1,but
1,3,3,2,he
1,3,3,3,left
1,3,3,4,it
1,3,3,5,to
1,3,3,6,him
1,3,3,7,on
1,3,3,8,such
1,3,3,9,terms
1,3,3,10,as
1,3,3,11,destroyed
1,3,3,12,half
1,3,3,13,the
1,3,3,14,value
1,3,3,15,of
1,3,3,16,the
1,3,3,17,bequest
1,3,4,0,
1,3,4,1,Mr
1,3,5,0,
1,3,5,1,Dashwood
1,3,5,2,had
1,3,5,3,wished
1,3,5,4,for
1,3,5,5,it
1,3,5,6,more
1,3,5,7,for
1,3,5,8,the
1,3,5,9,sake
1,3,5,10,of
1,3,5,11,his
1,3,5,12,wife
1,3,5,13,and
1,3,5,14,daughters
1,3,5,15,than
1,3,5,16,for
1,3,5,17,himself
1,3,5,18,or
1,3,5,19,his
1,3,5,20,son
1,3,6,0,
1,3,6,1,but
1,3,6,2,to
1,3,6,3,his
1,3,6,4,son
1,3,6,5,and
1,3,6,6,his
1,3,6,7,son
1,3,6,8,s
1,3,6,9,son
1,3,6,10,a
1,3,6,11,child
1,3,6,12,of
1,3,6,13,four
1,3,6,14,years
1,3,6,15,old
1,3,6,16,it
1,3,6,17,was
1,3,6,18,secured
1,3,6,19,in
1,3,6,20,such
1,3,6,21,a
1,3,6,22,way
1,3,6,23,as
1,3,6,24,to
1,3,6,25,leave
1,3,6,26,to
1,3,6,27,himself
1,3,6,28,no
1,3,6,29,power
1,3,6,30,of
1,3,6,31,providing
1,3,6,32,for
1,3,6,33,those
1,3,6,34,who
1,3,6,35,were
1,3,6,36,most
1,3,6,37,dear
1,3,6,38,to
1,3,6,39,him
1,3,6,40,and
1,3,6,41,who
1,3,6,42,most
1,3,6,43,needed
1,3,6,44,a
1,3,6,45,provision
1,3,6,46,by
1,3,6,47,any
1,3,6,48,charge
1,3,6,49,on
1,3,6,50,the
1,3,6,51,estate
1,3,6,52,or
1,3,6,53,by
1,3,6,54,any
1,3,6,55,sale
1,3,6,56,of
1,3,6,57,its
1,3,6,58,valuable
1,3,6,59,woods
1,3,7,0,
1,3,7,1,The
1,3,7,2,whole
1,3,7,3,was
1,3,7,4,tied
1,3,7,5,up
1,3,7,6,for
1,3,7,7,the
1,3,7,8,benefit
1,3,7,9,of
1,3,7,10,this
1,3,7,11,child
1,3,7,12,who
1,3,7,13,in
1,3,7,14,occasional
1,3,7,15,visits
1,3,7,16,with
1,3,7,17,his
1,3,7,18,father
1,3,7,19,and
1,3,7,20,mother
1,3,7,21,at
1,3,7,22,Norland
1,3,7,23,had
1,3,7,24,so
1,3,7,25,far
1,3,7,26,gained
1,3,7,27,on
1,3,7,28,the
1,3,7,29,affections
1,3,7,30,of
1,3,7,31,his
1,3,7,32,uncle
1,3,7,33,by
1,3,7,34,such
1,3,7,35,attractions
1,3,7,36,as
1,3,7,37,are
1,3,7,38,by
1,3,7,39,no
1,3,7,40,means
1,3,7,41,unusual
1,3,7,42,in
1,3,7,43,children
1,3,7,44,of
1,3,7,45,two
1,3,7,46,or
1,3,7,47,three
1,3,7,48,years
1,3,7,49,old
1,3,8,0,
1,3,8,1,an
1,3,8,2,imperfect
1,3,8,3,articulation
1,3,8,4,an
1,3,8,5,earnest
1,3,8,6,desire
1,3,8,7,of
1,3,8,8,having
1,3,8,9,his
1,3,8,10,own
1,3,8,11,way
1,3,8,12,many
1,3,8,13,cunning
1,3,8,14,tricks
1,3,8,15,and
1,3,8,16,a
1,3,8,17,great
1,3,8,18,deal
1,3,8,19,of
1,3,8,20,noise
1,3,8,21,as
1,3,8,22,to
1,3,8,23,outweigh
1,3,8,24,all
1,3,8,25,the
1,3,8,26,value
1,3,8,27,of
1,3,8,28,all
1,3,8,29,the
1,3,8,30,attention
1,3,8,31,which
1,3,8,32,for
1,3,8,33,years
1,3,8,34,he
1,3,8,35,had
1,3,8,36,received
1,3,8,37,from
1,3,8,38,his
1,3,8,39,niece
1,3,8,40,and
1,3,8,41,her
1,3,8,42,daughters
1,3,9,0,
1,3,9,1,He
1,3,9,2,meant
1,3,9,3,not
1,3,9,4,to
1,3,9,5,be
1,3,9,6,unkind
1,3,9,7,however
1,3,9,8,and
1,3,9,9,as
1,3,9,10,a
1,3,9,11,mark
1,3,9,12,of
1,3,9,13,his
1,3,9,14,affection
1,3,9,15,for
1,3,9,16,the
1,3,9,17,three
1,3,9,18,girls
1,3,9,19,he
1,3,9,20,left
1,3,9,21,them
1,3,9,22,a
1,3,9,23,thousand
1,3,9,24,pounds
1,3,9,25,a
1,3,9,26,piece
1,4,0,0,Mr
1,4,1,0,
1,4,1,1,Dashwood
1,4,1,2,s
1,4,1,3,disappointment
1,4,1,4,was
1,4,1,5,at
1,4,1,6,first
1,4,1,7,severe
1,4,2,0,
1,4,2,1,but
1,4,2,2,his
1,4,2,3,temper
1,4,2,4,was
1,4,2,5,cheerful
1,4,2,6,and
1,4,2,7,sanguine
1,4,3,0,
1,4,3,1,and
1,4,3,2,he
1,4,3,3,might
1,4,3,4,reasonably
1,4,3,5,hope
1,4,3,6,to
1,4,3,7,live
1,4,3,8,many
1,4,3,9,years
1,4,3,10,and
1,4,3,11,by
1,4,3,12,living
1,4,3,13,economically
1,4,3,14,lay
1,4,3,15,by
1,4,3,16,a
1,4,3,17,considerable
1,4,3,18,sum
1,4,3,19,from
1,4,3,20,the
1,4,3,21,produce
1,4,3,22,of
1,4,3,23,an
1,4,3,24,estate
1,4,3,25,already
1,4,3,26,large
1,4,3,27,and
1,4,3,28,capable
1,4,3,29,of
1,4,3,30,almost
1,4,3,31,immediate
1,4,3,32,improvement
1,4,4,0,
1,4,4,1,But
1,4,4,2,the
1,4,4,3,fortune
1,4,4,4,which
1,4,4,5,had
1,4,4,6,been
1,4,4,7,so
1,4,4,8,tardy
1,4,4,9,in
1,4,4,10,coming
1,4,4,11,was
1,4,4,12,his
1,4,4,13,only
1,4,4,14,one
1,4,4,15,twelvemonth
1,4,5,0,
1,4,5,1,He
1,4,5,2,survived
1,4,5,3,his
1,4,5,4,uncle
1,4,5,5,no
1,4,5,6,longer
1,4,6,0,
1,4,6,1,and
1,4,6,2,ten
1,4,6,3,thousand
1,4,6,4,pounds
1,4,6,5,including
1,4,6,6,the
1,4,6,7,late
1,4,6,8,legacies
1,4,6,9,was
1,4,6,10,all
1,4,6,11,that
1,4,6,12,remained
1,4,6,13,for
1,4,6,14,his
1,4,6,15,widow
1,4,6,16,and
1,4,6,17,daughters
1,5,0,0,His
1,5,0,1,son
1,5,0,2,was
1,5,0,3,sent
1,5,0,4,for
1,5,0,5,as
1,5,0,6,soon
1,5,0,7,as
1,5,0,8,his
1,5,0,9,danger
1,5,0,10,was
1,5,0,11,known
1,5,0,12,and
1,5,0,13,to
1,5,0,14,him
1,5,0,15,Mr
1,5,1,0,
1,5,1,1,Dashwood
1,5,1,2,recommended
1,5,1,3,with
1,5,1,4,all
1,5,1,5,the
1,5,1,6,strength
1,5,1,7,and
1,5,1,8,urgency
1,5,1,9,which
1,5,1,10,illness
1,5,1,11,could
1,5,1,12,command
1,5,1,13,the
1,5,1,14,interest
1,5,1,15,of
1,5,1,16,his
1,5,1,17,mother
1,5,1,18,in
1,5,1,19,law
1,5,1,20,and
1,5,1,21,sisters
1,6,0,0,Mr
1,6,1,0,
1,6,1,1,John
1,6,1,2,Dashwood
1,6,1,3,had
1,6,1,4,not
1,6,1,5,the
1,6,1,6,strong
1,6,1,7,feelings
1,6,1,8,of
1,6,1,9,the
1,6,1,10,rest
1,6,1,11,of
1,6,1,12,the
1,6,1,13,family
1,6,2,0,
1,6,2,1,but
1,6,2,2,he
1,6,2,3,was
1,6,2,4,affected
1,6,2,5,by
1,6,2,6,a
1,6,2,7,recommendation
1,6,2,8,of
1,6,2,9,such
1,6,2,10,a
1,6,2,11,nature
1,6,2,12,at
1,6,2,13,such
1,6,2,14,a
1,6,2,15,time
1,6,2,16,and
1,6,2,17,he
1,6,2,18,promised
1,6,2,19,to
1,6,2,20,do
1,6,2,21,every
1,6,2,22,thing
1,6,2,23,in
1,6,2,24,his
1,6,2,25,power
1,6,2,26,to
1,6,2,27,make
1,6,2,28,them
1,6,2,29,comfortable
1,6,3,0,
1,6,3,1,His
1,6,3,2,father
1,6,3,3,was
1,6,3,4,rendered
1,6,3,5,easy
1,6,3,6,by
1,6,3,7,such
1,6,3,8,an
1,6,3,9,assurance
1,6,3,10,and
1,6,3,11,Mr
1,6,4,0,
1,6,4,1,John
1,6,4,2,Dashwood
1,6,4,3,had
1,6,4,4,then
1,6,4,5,leisure
1,6,4,6,to
1,6,4,7,consider
1,6,4,8,how
1,6,4,9,much
1,6,4,10,there
1,6,4,11,might
1,6,4,12,prudently
1,6,4,13,be
1,6,4,14,in
1,6,4,15,his
1,6,4,16,power
1,6,4,17,to
1,6,4,18,do
1,6,4,19,for
1,6,4,20,them
1,7,0,0,He
1,7,0,1,was
1,7,0,2,not
1,7,0,3,an
1,7,0,4,ill
1,7,0,5,disposed
1,7,0,6,young
1,7,0,7,man
1,7,0,8,unless
1,7,0,9,to
1,7,0,10,be
1,7,0,11,rather
1,7,0,12,cold
1,7,0,13,hearted
1,7,0,14,and
1,7,0,15,rather
1,7,0,16,selfish
1,7,0,17,is
1,7,0,18,to
1,7,0,19,be
1,7,0,20,ill
1,7,0,21,disposed
1,7,1,0,
1,7,1,1,but
1,7,1,2,he
1,7,1,3,was
1,7,1,4,in
1,7,1,5,general
1,7,1,6,well
1,7,1,7,respected
1,7,2,0,
1,7,2,1,for
1,7,2,2,he
1,7,2,3,conducted
1,7,2,4,himself
1,7,2,5,with
1,7,2,6,propriety
1,7,2,7,in
1,7,2,8,the
1,7,2,9,discharge
1,7,2,10,of
1,7,2,11,his
1,7,2,12,ordinary
1,7,2,13,duties
1,7,3,0,
1,7,3,1,Had
1,7,3,2,he
1,7,3,3,married
1,7,3,4,a
1,7,3,5,more
1,7,3,6,amiable
1,7,3,7,woman
1,7,3,8,he
1,7,3,9,might
1,7,3,10,have
1,7,3,11,been
1,7,3,12,made
1,7,3,13,still
1,7,3,14,more
1,7,3,15,respectable
1,7,3,16,than
1,7,3,17,he
1,7,3,18,was
1,7,4,0,
1,7,4,1,he
1,7,4,2,might
1,7,4,3,even
1,7,4,4,have
1,7,4,5,been
1,7,4,6,made
1,7,4,7,amiable
1,7,4,8,himself
1,7,5,0,
1,7,5,1,for
1,7,5,2,he
1,7,5,3,was
1,7,5,4,very
1,7,5,5,young
1,7,5,6,when
1,7,5,7,he
1,7,5,8,married
1,7,5,9,and
1,7,5,10,very
1,7,5,11,fond
1,7,5,12,of
1,7,5,13,his
1,7,5,14,wife
1,7,6,0,
1,7,6,1,But
1,7,6,2,Mrs
1,7,7,0,
1,7,7,1,John
1,7,7,2,Dashwood
1,7,7,3,was
1,7,7,4,a
1,7,7,5,strong
1,7,7,6,caricature
1,7,7,7,of
1,7,7,8,himself
1,7,8,0,
1,7,8,1,more
1,7,8,2,narrow
1,7,8,3,minded
1,7,8,4,and
1,7,8,5,selfish
1,8,0,0,When
1,8,0,1,he
1,8,0,2,gave
1,8,0,3,his
1,8,0,4,promise
1,8,0,5,to
1,8,0,6,his
1,8,0,7,father
1,8,0,8,he
1,8,0,9,meditated
1,8,0,10,within
1,8,0,11,himself
1,8,0,12,to
1,8,0,13,increase
1,8,0,14,the
1,8,0,15,fortunes
1,8,0,16,of
1,8,0,17,his
1,8,0,18,sisters
1,8,0,19,by
1,8,0,20,the
1,8,0,21,present
1,8,0,22,of
1,8,0,23,a
1,8,0,24,thousand
1,8,0,25,pounds
1,8,0,26,a
1,8,0,27,piece
1,8,1,0,
1,8,1,1,He
1,8,1,2,then
1,8,1,3,really
1,8,1,4,thought
1,8,1,5,himself
1,8,1,6,equal
1,8,1,7,to
1,8,1,8,it
1,8,2,0,
1,8,2,1,The
1,8,2,2,prospect
1,8,2,3,of
1,8,2,4,four
1,8,2,5,thousand
1,8,2,6,a
1,8,2,7,year
1,8,2,8,in
1,8,2,9,addition
1,8,2,10,to
1,8,2,11,his
1,8,2,12,present
1,8,2,13,income
1,8,2,14,besides
1,8,2,15,the
1,8,2,16,remaining
1,8,2,17,half
1,8,2,18,of
1,8,2,19,his
1,8,2,20,own
1,8,2,21,mother
1,8,2,22,s
1,8,2,23,fortune
1,8,2,24,warmed
1,8,2,25,his
1,8,2,26,heart
1,8,2,27,and
1,8,2,28,made
1,8,2,29,him
1,8,2,30,feel
1,8,2,31,capable
1,8,2,32,of
1,8,2,33,generosity
1,8,3,0,
1,8,3,1,
1,8,4,0,Yes
1,8,4,1,he
1,8,4,2,would
1,8,4,3,give
1,8,4,4,them
1,8,4,5,three
1,8,4,6,thousand
1,8,4,7,pounds
1,8,5,0,
1,8,5,1,it
1,8,5,2,would
1,8,5,3,be
1,8,5,4,liberal
1,8,5,5,and
1,8,5,6,handsome
1,8,6,0,
1,8,6,1,It
1,8,6,2,would
1,8,6,3,be
1,8,6,4,enough
1,8,6,5,to
1,8,6,6,make
1,8,6,7,them
1,8,6,8,completely
1,8,6,9,easy
1,8,7,0,
1,8,7,1,Three
1,8,7,2,thousand
1,8,7,3,pounds
1,8,8,0,
1,8,8,1,he
1,8,8,2,could
1,8,8,3,spare
1,8,8,4,so
1,8,8,5,considerable
1,8,8,6,a
1,8,8,7,sum
1,8,8,8,with
1,8,8,9,little
1,8,8,10,inconvenience
1,8,9,0,
1,8,9,1,He
1,8,9,2,thought
1,8,9,3,of
1,8,9,4,it
1,8,9,5,all
1,8,9,6,day
1,8,9,7,long
1,8,9,8,and
1,8,9,9,for
1,8,9,10,many
1,8,9,11,days
1,8,9,12,successively
1,8,9,13,and
1,8,9,14,he
1,8,9,15,did
1,8,9,16,not
1,8,9,17,repent
1,9,0,0,No
1,9,0,1,sooner
1,9,0,2,was
1,9,0,3,his
1,9,0,4,father
1,9,0,5,s
1,9,0,6,funeral
1,9,0,7,over
1,9,0,8,than
1,9,0,9,Mrs
1,9,1,0,
1,9,1,1,John
1,9,1,2,Dashwood
1,9,1,3,without
1,9,1,4,sending
1,9,1,5,any
1,9,1,6,notice
1,9,1,7,of
1,9,1,8,her
1,9,1,9,intention
1,9,1,10,to
1,9,1,11,her
1,9,1,12,mother
1,9,1,13,in
1,9,1,14,law
1,9,1,15,arrived
1,9,1,16,with
1,9,1,17,her
1,9,1,18,child
1,9,1,19,and
1,9,1,20,their
1,9,1,21,attendants
1,9,2,0,
1,9,2,1,No
1,9,2,2,one
1,9,2,3,could
1,9,2,4,dispute
1,9,2,5,her
1,9,2,6,right
1,9,2,7,to
1,9,2,8,come
1,9,3,0,
1,9,3,1,the
1,9,3,2,house
1,9,3,3,was
1,9,3,4,her
1,9,3,5,husband
1,9,3,6,s
1,9,3,7,from
1,9,3,8,the
1,9,3,9,moment
1,9,3,10,of
1,9,3,11,his
1,9,3,12,father
1,9,3,13,s
1,9,3,14,decease
1,9,4,0,
1,9,4,1,but
1,9,4,2,the
1,9,4,3,indelicacy
1,9,4,4,of
1,9,4,5,her
1,9,4,6,conduct
1,9,4,7,was
1,9,4,8,so
1,9,4,9,much
1,9,4,10,the
1,9,4,11,greater
1,9,4,12,and
1,9,4,13,to
1,9,4,14,a
1,9,4,15,woman
1,9,4,16,in
1,9,4,17,Mrs
1,9,5,0,
1,9,5,1,Dashwood
1,9,5,2,s
1,9,5,3,situation
1,9,5,4,with
1,9,5,5,only
1,9,5,6,common
1,9,5,7,feelings
1,9,5,8,must
1,9,5,9,have
1,9,5,10,been
1,9,5,11,highly
1,9,5,12,unpleasing
1,9,6,0,
1,9,6,1,but
1,9,6,2,in
1,9,6,3,HER
1,9,6,4,mind
1,9,6,5,there
1,9,6,6,was
1,9,6,7,a
1,9,6,8,sense
1,9,6,9,of
1,9,6,10,honor
1,9,6,11,so
1,9,6,12,keen
1,9,6,13,a
1,9,6,14,generosity
1,9,6,15,so
1,9,6,16,romantic
1,9,6,17,that
1,9,6,18,any
1,9,6,19,offence
1,9,6,20,of
1,9,6,21,the
1,9,6,22,kind
1,9,6,23,by
1,9,6,24,whomsoever
1,9,6,25,given
1,9,6,26,or
1,9,6,27,received
1,9,6,28,was
1,9,6,29,to
1,9,6,30,her
1,9,6,31,a
1,9,6,32,source
1,9,6,33,of
1,9,6,34,immovable
1,9,6,35,disgust
1,9,7,0,
1,9,7,1,Mrs
1,9,8,0,
1,9,8,1,John
1,9,8,2,Dashwood
1,9,8,3,had
1,9,8,4,never
1,9,8,5,been
1,9,8,6,a
1,9,8,7,favourite
1,9,8,8,with
1,9,8,9,any
1,9,8,10,of
1,9,8,11,her
1,9,8,12,husband
1,9,8,13,s
1,9,8,14,family
1,9,9,0,
1,9,9,1,but
1,9,9,2,she
1,9,9,3,had
1,9,9,4,had
1,9,9,5,no
1,9,9,6,opportunity
1,9,9,7,till
1,9,9,8,the
1,9,9,9,present
1,9,9,10,of
1,9,9,11,shewing
1,9,9,12,them
1,9,9,13,with
1,9,9,14,how
1,9,9,15,little
1,9,9,16,attention
1,9,9,17,to
1,9,9,18,the
1,9,9,19,comfort
1,9,9,20,of
1,9,9,21,other
1,9,9,22,people
1,9,9,23,she
1,9,9,24,could
1,9,9,25,act
1,9,9,26,when
1,9,9,27,occasion
1,9,9,28,required
1,9,9,29,it
1,10,0,0,So
1,10,0,1,acutely
1,10,0,2,did
1,10,0,3,Mrs
1,10,1,0,
1,10,1,1,Dashwood
1,10,1,2,feel
1,10,1,3,this
1,10,1,4,ungracious
1,10,1,5,behaviour
1,10,1,6,and
1,10,1,7,so
1,10,1,8,earnestly
1,10,1,9,did
1,10,1,10,she
1,10,1,11,despise
1,10,1,12,her
1,10,1,13,daughter
1,10,1,14,in
1,10,1,15,law
1,10,1,16,for
1,10,1,17,it
1,10,1,18,that
1,10,1,19,on
1,10,1,20,the
1,10,1,21,arrival
1,10,1,22,of
1,10,1,23,the
1,10,1,24,latter
1,10,1,25,she
1,10,1,26,would
1,10,1,27,have
1,10,1,28,quitted
1,10,1,29,the
1,10,1,30,house
1,10,1,31,for
1,10,1,32,ever
1,10,1,33,had
1,10,1,34,not
1,10,1,35,the
1,10,1,36,entreaty
1,10,1,37,of
1,10,1,38,her
1,10,1,39,eldest
1,10,1,40,girl
1,10,1,41,induced
1,10,1,42,her
1,10,1,43,first
1,10,1,44,to
1,10,1,45,reflect
1,10,1,46,on
1,10,1,47,the
1,10,1,48,propriety
1,10,1,49,of
1,10,1,50,going
1,10,1,51,and
1,10,1,52,her
1,10,1,53,own
1,10,1,54,tender
1,10,1,55,love
1,10,1,56,for
1,10,1,57,all
1,10,1,58,her
1,10,1,59,three
1,10,1,60,children
1,10,1,61,determined
1,10,1,62,her
1,10,1,63,afterwards
1,10,1,64,to
1,10,1,65,stay
1,10,1,66,and
1,10,1,67,for
1,10,1,68,their
1,10,1,69,sakes
1,10,1,70,avoid
1,10,1,71,a
1,10,1,72,breach
1,10,1,73,with
1,10,1,74,their
1,10,1,75,brother
1,11,0,0,Elinor
1,11,0,1,this
1,11,0,2,eldest
1,11,0,3,daughter
1,11,0,4,whose
1,11,0,5,advice
1,11,0,6,was
1,11,0,7,so
1,11,0,8,effectual
1,11,0,9,possessed
1,11,0,10,a
1,11,0,11,strength
1,11,0,12,of
